domain,email,trade,city,source_url,scraped_at
ceicanada.com,info@ceicanada.com,electricians,Burnaby,https://ceicanada.com/,2026-04-01T04:15:30.606548+00:00
sultecelectric.com,info@sultecelectric.com,electricians,Burnaby,https://sultecelectric.com/contact,2026-04-01T04:15:41.093449+00:00
mottelectric.com,mottinfo@mottelectric.com,electricians,Burnaby,https://mottelectric.com/,2026-04-01T04:15:47.273306+00:00
mottelectric.com,mti@mottelectric.com,electricians,Burnaby,https://mottelectric.com/,2026-04-01T04:15:47.273306+00:00
mottelectric.com,downtown@mottelectric.com,electricians,Burnaby,https://mottelectric.com/,2026-04-01T04:15:47.273306+00:00
unitedpowerltd.com,info@unitedpowerltd.com,electricians,Burnaby,https://unitedpowerltd.com/,2026-04-01T04:16:00.534012+00:00
houle.ca,hello@houle.ca,electricians,Burnaby,https://houle.ca/,2026-04-01T04:16:34.956714+00:00
excaliburelectric.ca,lance@excaliburelectric.ca,electricians,Burnaby,https://excaliburelectric.ca/,2026-04-01T04:16:46.514251+00:00
pearceelectric.com,getconnected@pearceelectric.com,electricians,Burnaby,https://pearceelectric.com/,2026-04-01T04:17:00.798386+00:00
fittererelectric.com,miriam@fittererelectric.com,electricians,Burnaby,https://fittererelectric.com/,2026-04-01T04:17:59.596982+00:00
fittererelectric.com,info@fittererelectric.com,electricians,Burnaby,https://fittererelectric.com/contact,2026-04-01T04:18:04.634557+00:00
fittererelectric.com,aaron@fittererelectric.com,electricians,Burnaby,https://fittererelectric.com/contact,2026-04-01T04:18:04.634557+00:00
