domain,email,trade,city,source_url,scraped_at
bootsmahvac.ca,info@bootsmahvac.ca,hvac,Calgary,https://bootsmahvac.ca/,2026-04-01T04:32:12.631461+00:00
dhlmechanical.ca,sales@dhlmechanical.ca,hvac,Calgary,https://dhlmechanical.ca/contact,2026-04-01T04:33:24.073092+00:00
plumbingparamedics.ca,help@plumbingparamedics.ca,hvac,Calgary,https://plumbingparamedics.ca/,2026-04-01T04:33:37.245771+00:00
aercoindustries.com,solutions@aercoindustries.com,hvac,Calgary,https://aercoindustries.com/,2026-04-01T04:33:43.509051+00:00
aercoindustries.com,build@aercoindustries.com,hvac,Calgary,https://aercoindustries.com/about,2026-04-01T04:33:51.292505+00:00
aercoindustries.com,mwalters@aercoindustries.com,hvac,Calgary,https://aercoindustries.com/about,2026-04-01T04:33:51.292505+00:00
aercoindustries.com,gstuart@aercoindustries.com,hvac,Calgary,https://aercoindustries.com/about,2026-04-01T04:33:51.292505+00:00
aercoindustries.com,mvermue@aercoindustries.com,hvac,Calgary,https://aercoindustries.com/about,2026-04-01T04:33:51.292505+00:00
aercoindustries.com,dboyer@aercoindustries.com,hvac,Calgary,https://aercoindustries.com/about,2026-04-01T04:33:51.292505+00:00
aercoindustries.com,jnicholson@aercoindustries.com,hvac,Calgary,https://aercoindustries.com/about,2026-04-01T04:33:51.292505+00:00
aercoindustries.com,comfort@aercoindustries.com,hvac,Calgary,https://aercoindustries.com/about,2026-04-01T04:33:51.292505+00:00
aercoindustries.com,b_automation@aercoindustries.com,hvac,Calgary,https://aercoindustries.com/about,2026-04-01T04:33:51.292505+00:00
aercoindustries.com,accountsreceivable@aercoindustries.com,hvac,Calgary,https://aercoindustries.com/about,2026-04-01T04:33:51.292505+00:00
aercoindustries.com,dispatch@aercoindustries.com,hvac,Calgary,https://aercoindustries.com/about,2026-04-01T04:33:51.292505+00:00
aercoindustries.com,dgushue@aercoindustries.com,hvac,Calgary,https://aercoindustries.com/about,2026-04-01T04:33:51.292505+00:00
aercoindustries.com,ralban@aercoindustries.com,hvac,Calgary,https://aercoindustries.com/about,2026-04-01T04:33:51.292505+00:00
aercoindustries.com,hr@aercoindustries.com,hvac,Calgary,https://aercoindustries.com/about,2026-04-01T04:33:51.292505+00:00
aercoindustries.com,energy@aercoindustries.com,hvac,Calgary,https://aercoindustries.com/about,2026-04-01T04:33:51.292505+00:00
axismech.ca,info@axismech.ca,hvac,Calgary,https://axismech.ca/,2026-04-01T04:34:43.358027+00:00
adrianhvac.ca,info@adrianhvac.ca,hvac,Calgary,https://adrianhvac.ca/,2026-04-01T04:34:57.522888+00:00
